Date,Apple Monthly Returns,Microsoft Monthly Returns,Inflation PCT Change
2020-11-30,2.4599999999999937,-1.1599999999999966,-0.028455854536963643
2020-12-31,-1.0300000000000011,0.7399999999999807,-0.05708766940271515
2021-01-31,-5.1299999999999955,-6.969999999999999,-0.1250113233762591
2021-02-28,0.27000000000001023,3.3899999999999864,0.003251535625877766
2021-03-31,2.25,3.920000000000016,0.13325737319793363
2021-04-30,-2.019999999999982,-0.3299999999999841,0.38749068995444524
2021-05-31,-0.6700000000000017,0.37000000000000455,0.15996791879036465
2021-06-30,0.6299999999999955,-0.5,-0.0018261098592373681
2021-07-31,0.22000000000002728,-1.589999999999975,-0.0916867495783078
2021-08-31,-1.289999999999992,-1.7099999999999795,0.003796699685874927
2021-09-30,-1.3300000000000125,-2.079999999999984,0.11929374610651022
2021-10-31,-2.769999999999982,7.269999999999982,0.15204649242222867
2021-11-30,5.060000000000002,-6.0400000000000205,0.0587776848281889
2021-12-31,-0.6299999999999955,-3.0,0.08544007255406383
2022-01-31,4.449999999999989,2.7200000000000273,0.14727214969775426
2022-02-28,0.27000000000001023,1.4800000000000182,0.07938624606543732
2022-03-31,-3.1599999999999966,-5.550000000000011,0.05935092460722413
2022-04-30,-5.989999999999981,-12.110000000000014,0.037401441090486376
2022-05-31,-0.799999999999983,-1.3700000000000045,0.052517519906206234
2022-06-30,-2.509999999999991,-3.430000000000007,0.08995320920691552
2022-07-31,5.159999999999997,4.329999999999984,0.03602448330624708
2022-08-31,-1.6899999999999977,-1.5,0.06449640744589713
2022-09-30,-4.280000000000001,-4.599999999999994,0.06665841078404222
2022-10-31,-2.4000000000000057,-3.740000000000009,-0.005524717403875834
2022-11-30,6.860000000000014,14.809999999999974,0.01736067439829192
2022-12-31,0.3199999999999932,-1.1899999999999977,0.01800283781673384
2023-01-31,1.289999999999992,5.099999999999994,-0.007741160481217313
2023-02-28,-0.5099999999999909,-0.7400000000000091,0.005771975077201619
2023-03-31,2.539999999999992,4.25,-0.020544674329502022
2023-04-30,1.2700000000000102,2.430000000000007,-0.019828363437901064
2023-05-31,-0.05000000000001137,-2.819999999999993,-0.04613005537477588
2023-06-30,4.3799999999999955,5.490000000000009,-0.06503002800717284
2023-07-31,0.6199999999999761,-2.4499999999999886,-0.032386474695901835
2023-08-31,0.21999999999999886,-1.0300000000000296,-0.043199548036896296
2023-09-30,0.5200000000000102,2.1100000000000136,-0.04107613261217369
2023-10-31,0.4800000000000182,0.8000000000000114,-0.015493057137730193
2023-11-30,0.5799999999999841,0.060000000000002274,-0.03986030512839833
2023-12-31,-1.0500000000000114,0.7600000000000477,-0.02855986176631886
2024-01-31,-3.6399999999999864,-11.009999999999991,0.0108744094716402
2024-02-29,-0.6699999999999875,5.919999999999959,-0.043619321307291736
2024-03-31,-1.8300000000000125,-0.7099999999999795,0.02409893897725346
